r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16
8.154169586551731,3.673440784855771,2.186405045559127,114.29762900976262,154.69400278939827,193.4535564853608,54.28088382993024,38.2467358553706,18.982926012720313,32.57509293680553,19.905576208174523,8.023048327136067,69.5525498891353,54.991130820400926,36.51441241685025,225.00382043935434,209.64469914039753,200.26217765042833,143.32856356631925,168.1667583929573,198.143643368188,248.3797539149928,238.13478747203175,220.49440715883526,120.65416666666654,119.64791666666662,110.99791666666695,149.89179104477688,143.8410447761203,140.62313432835782,193.7005649717512,174.70621468926694,161.62052730696738,177.6368876080699,186.7675312199824,206.01536983669442,105.52815533980588,67.03786407767006,20.471844660193426,102.08033573141503,88.66546762589954,75.9160671462831,147.3124108416543,104.02139800285305,25.072753209700252,203.4730158730154,149.7015873015877,49.34603174603172
169.63794153471522,23.455237515227942,8.935596833128368,108.26291496538443,12.107935380795787,4.152671755723318,138.9630774827204,17.611858857769256,6.372499090577158,248.90357345434114,245.6817923993197,240.32161089052246,73.50378567268342,7.352941176469251,3.1001747233539945,211.1268965517232,32.864827586206275,15.44482758620725,233.32797029703036,205.61633663366183,193.68564356435843,21.31007751937922,16.41860465116229,12.788113695090505,87.10052219321183,69.7454308093995,39.208877284595374,151.3440000000001,72.10000000000002,56.87066666666648,186.87801418439662,113.97163120567271,98.17304964539028,28.790697674418794,48.6497093023256,61.87063953488354,122.56062992125963,124.69921259842391,99.40314960629942,166.58220502901338,169.92843326885745,142.57059961315247,227.16601562500026,156.60546874999878,140.3964843749997,62.32352941176467,86.94327731092433,109.28151260504262
234.20044398015955,232.92817968138573,233.58644554714755,247.69461743772362,247.45774021352412,246.66948398576753,241.88205916250453,230.6092969650377,193.11294660007587,15.745454545454294,12.86153846153448,20.027272727269946,242.57475582268944,237.5905334335081,128.70247933884204,18.771604938271338,60.77469135802163,59.48070987654407,214.0217222653217,185.0170674941815,165.55934833204037,178.76820673453406,147.4604541895074,119.42129992169035,175.16085106382957,24.707234042549743,62.02638297872464,136.51171171171146,103.4369369369367,81.22522522522563,78.50728862973735,55.67638483964784,41.07191448007906,196.29704984740576,206.0345879959313,210.5188199389617,135.9750519750517,58.49272349272157,16.177754677755132,63.16877637130774,92.14029535864952,99.59704641350085,103.91744186046486,131.7593023255821,136.17906976744223,150.84870848708462,168.63099630996325,175.01107011070116
244.40652312938926,248.58537625238873,248.6827968450284,240.79999999999484,241.59690402476804,98.44365325077159,230.76301311891547,235.332204824376,228.32881929749823,245.75762936753387,243.25563909774456,143.78770455550668,5.866348448680611,47.131264916468,89.40381861575034,20.383382789312805,10.920474777448277,7.425519287829218,188.5382317801675,175.8763440860217,88.74790919952198,157.09337748344387,140.31456953642405,70.49006622516382,70.8491228070191,48.30736842105284,21.125614035083856,212.9519774011309,203.9802259887008,120.41101694915282,9.689554419280284,33.44631117604112,57.161431701970386,185.65285379202456,202.71853010164213,207.20328381547878,69.71116928446918,86.04450261780126,86.64659685863904,123.54461821527156,94.87212511499561,45.76632934682432,149.47623485554553,167.30009319664492,170.92917054986054,110.3064853556491,126.59623430962364,131.31066945606688
2.947773685962659,3.6401071309053776,5.357549380631298,242.11456859971238,246.18076379066918,250.21471004243347,7.342371323527985,166.9200367647067,182.4935661764712,6.874059207224832,26.154039136982846,30.145509282489343,209.5131845841714,232.31338742393854,240.57555780933126,7.487366647950836,139.97641774284145,153.66984839977587,168.3454545454523,219.18475073314067,233.08797653959007,12.16707768187446,53.94451294698115,57.27127003699199,8.768733850129436,112.492894056848,122.02067183462567,132.73210768220642,208.06237688772376,223.942875902824,6.728107344633003,82.99646892655315,89.30508474576328,47.39507154213058,180.69872813990415,196.7535771065189,91.44345718901471,194.53957996769043,211.1260096930539,73.2900976290097,81.84239888424068,84.83960948396144,130.8687350835324,121.87350835322191,128.9832935560858,187.3159268929506,180.11227154047018,185.84334203655385
28.225902419682768,24.042245140825287,32.053153510512374,12.7554208440272,10.883189554683028,16.821403590581227,239.51736806947525,202.5824983299981,173.19138276553173,53.285289747396064,39.24145616641873,44.45245170876736,246.24497041419707,228.3242603550293,207.04142011834384,203.4693333333308,180.06466666666637,165.99733333333396,117.73875802997867,90.787294789436,85.97787294789438,243.1507760532117,145.31411677753113,131.97782705099837,174.33815689261274,150.43335872048718,140.5361766945931,152.94465795541944,122.11068408916194,111.44581091468145,74.53571428571496,66.02159468438512,74.96179401993389,204.83546617915775,111.7705667276049,101.45338208409493,251.56463288520945,249.64012409513936,244.4436401240958,161.51584699453602,80.5846994535517,72.22841530054684,102.20262869660439,51.05585980284751,46.23439211391071,114.25000000000007,114.61993243243225,130.5304054054058
174.07636363636274,130.1418181818189,98.99515151515084,155.92920645373727,110.7658873888704,84.16364833717451,137.91994618230657,90.76219307097189,70.73192061890377,99.79669347631702,50.378909740843376,39.60411081322488,114.06873385012815,70.29354005168008,57.726614987080005,189.87645811240625,149.1081654294814,118.2380699893946,69.77901524032711,34.00703399765857,28.459554513480647,225.38159437280078,167.8411488862862,111.55275498241446,137.54850746268605,67.34141791044755,47.78980099502442,228.79373040752242,187.27899686520712,133.95736677115872,214.4038095238085,141.78603174603154,92.67111111111113,191.72929936305647,113.912738853503,76.46242038216558,166.69667943805888,88.85823754789253,61.62962962963,36.86953352769565,15.73688046647547,12.91107871719997,236.59412955465487,210.5050607287474,163.4757085020231,243.4585365853659,233.1707317073169,220.87317073170777
2.4635220125687027,1.6451572327058983,1.6032704402419782,20.673777019342396,14.579351535831591,10.362912400457404,44.551603905157805,30.707461645742903,19.637726638774687,241.85319410319607,222.69164619164144,188.38697788698036,71.85876418663346,47.175283732661214,24.918032786886215,231.50101832993977,204.4168363883189,163.0672097759697,248.22359396433626,237.23731138545486,218.15432098765686,216.65825688073306,183.74464831803942,139.137614678901,99.78703703703697,68.08670033670043,39.39898989898954,198.6393298059937,161.62169312169124,117.14021164021288,180.22001803426326,139.0829576194771,92.97835888187555,126.41272902603708,89.09064609450346,54.19286403085826,65.02920443101752,56.55991943605264,49.24874118831822,155.33576642335817,114.52033368091801,71.91449426485917,92.02853260869564,82.59375000000007,74.03260869565214,127.29022082018935,118.15141955835975,108.75709779179789
21.781460059398846,18.95404095670131,15.722213537596797,8.583377448381533,6.105523204520637,4.804835009703446,30.1183355006479,34.54139575205818,34.783485045513714,45.7176771365968,50.37582176771377,42.821402483565315,48.21739130434768,29.858152173913606,15.022282608695981,71.94626657362207,72.6266573621776,58.0725750174459,95.5808950086066,98.33476764199568,81.81755593803851,88.34120171673871,49.12553648068665,26.32188841201731,124.19102416570857,128.7330264672032,106.4257767548917,134.65340909090992,78.29971590909116,43.413352272727224,164.10385756676575,162.86350148367956,138.82344213649975,178.56514084507086,122.15845070422529,80.19014084507035,230.0666666666654,158.7462962962956,86.32592592592583,209.89570552147228,198.65848670756628,171.57873210634068,213.73349633251925,106.9168704156483,35.953545232273825,247.70982142857213,244.79910714285697,240.72321428571482
3.643544235198803,3.3132366887938076,4.801923858562986,2.789752066115291,108.04925619834805,172.0385123966858,1.6789361196861456,125.86487770125956,193.34718594157334,21.138320100292553,21.889260342667036,26.122022565812443,15.197649107531316,146.70570309098918,211.75272094035128,47.9644513137554,45.69500257599249,47.973724884080916,74.92850241545852,73.8434782608696,75.82801932367195,22.15962924819773,95.84654994850648,139.4356333676626,10.019097222222426,53.20486111111084,81.62152777777804,90.009380863039,175.63789868667982,221.61913696060088,140.5573770491799,203.02107728337302,236.12646370023467,57.560563380281636,134.21126760563376,172.45633802816934,223.44551282051242,241.41987179487245,244.4166666666671,142.98692810457476,122.02287581699326,116.55882352941177,138.79109589041056,76.67123287671232,55.83904109589062,226.28333333333296,187.62777777777777,163.0222222222222
