r1,g1,b1,r2,g2,b2
50.42960871318019,35.929743176002155,18.782035767111708,167.057208397047,174.20360072291584,181.40316974836918
130.77401512136902,26.448109828889923,15.708197373649408,222.659322033897,202.57481840194055,190.16174334139717
231.29180427825932,227.24947919311765,213.2618769371608,93.15857605179829,69.10888401710727,65.54504645580097
222.39505509271146,223.98059661379105,170.7537758667093,58.21529798216488,63.242421398381964,59.03237916470691
10.428546582421133,64.46391095136211,70.6123253521534,169.32362001499868,218.0881691782539,228.5796353342473
48.17118006293565,35.758250570619936,40.67565233483505,213.47896390529755,173.800137941627,158.11134952870017
196.06142745711102,145.48212428496166,106.58469838793364,112.9760737964899,64.68816661861135,49.91344767944455
36.48626057357495,26.43871064620299,18.02067170527264,213.49822217430875,185.74679452647624,148.4461803684761
31.527977885748008,28.33334729434632,23.19697604288914,161.42329123328648,134.3437964338698,100.93963595839337
23.51869929006485,126.761473123723,184.59425709939725,21.239617324235944,21.01401661226448,23.654553544951053
190.1255758157738,123.05215930902823,109.08195777350288,73.59251781474529,35.892161520198776,28.553919239895226
72.30541137491963,32.49966869134204,19.362948647171212,222.61049327352453,205.30466367714212,186.4788340807363
4.5147312419788586,4.498037057417526,5.052907723345872,154.73665835411919,160.87281795511308,165.77905236907037
4.367396118286443,4.407320567935257,4.660479353919243,102.8374802243747,103.21566230404629,106.9544081691414
238.28364102015743,239.16807171059304,240.53083982499797,36.07054573111526,32.87297965392082,36.54601635292579
237.77115538519715,223.4108925487506,208.1446864074844,77.03569487225616,51.42507700669629,42.64903062149882
17.358511974714105,13.800826680707619,14.242736151079395,161.98516255727768,118.26052803839664,126.72834387956185
248.36216133478274,247.50150517881463,245.57207000360813,23.501190352985898,21.546320256681355,20.519718455681673
14.826900283411462,14.527853645972373,14.76372069055337,220.2445459157573,220.02262810756613,219.4201927955429
77.72198566829385,130.16471076955352,166.35673486343313,240.30833833232933,239.5619876024745,209.82233553289268
117.27275211805772,111.1858431265217,109.80807597704626,239.3857357767991,233.0758342450616,136.65207877461577
189.28072143209286,212.3121270581965,232.89941226615448,94.5608951369914,97.81437383446399,101.0447568498117
9.377645341769595,7.309373226298878,8.832319792431182,167.65737919025156,163.23073574226945,171.07640400522553
222.28588753432442,218.14272036764692,158.34646071361882,76.19407047746651,61.20650334730642,71.35738983300391
227.7595706156424,225.36853336781294,220.31376099325038,41.38213975066653,41.36996230791358,37.47571759928272
239.3624908692529,217.20513756999318,184.76820063306062,128.6652119700782,52.263170199490176,28.196306109723576
188.24830958079315,199.90075938831998,206.14735254340928,56.526908511071206,64.46033486146365,71.51484951164919
218.87182846933757,213.66283502083004,199.9110780226268,126.60264635125192,90.74923817159454,69.81042502003837
28.540948693129447,25.958115521158806,24.26937721847415,201.43320014529885,192.57704322560562,181.15016345807186
45.89466311807679,28.895830415101873,31.301582854746012,170.21343873516275,159.86064006121856,155.6093331633397
241.29008163974675,238.98940420357948,236.44218632386608,63.977896405046074,61.50554675118983,62.17474351485569
158.76416435389564,174.50213226833677,166.61490557096363,36.02429764617531,37.01152757645645,36.80403120037876
67.39253038372821,33.666530110597726,23.55858254813314,212.058437115101,138.00205282604193,73.66018885999055
25.56089086859802,36.17336302894756,55.24908685968572,156.87356828194174,147.2424375917698,140.8342143905987
165.46760105625282,168.2502539101987,166.57370167244258,33.04671865294041,29.286177627473933,29.988406597218837
28.53313160325851,10.253000307735192,21.05651861727836,186.12579389471364,115.389469371038,132.14689612783488
22.177271146882177,23.02612626035823,21.603685491504468,164.03232168293326,176.40089843321,181.32606551991455
236.80196972698846,218.3478749421836,225.66085002313892,18.867596065357816,10.993560257616878,15.253272946011208
